time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
65,36.0,15.0,48.0,6.0,31.2364,121.469,31.2109,121.4586
64,36.0,26.0,34.0,4.7,31.2364,121.4628,31.2251,121.465
35,36.0,27.0,36.0,4.9,31.2302,121.4612,31.222,121.4705
109,25.0,15.0,37.0,4.4,31.2261,121.4596,31.2119,121.4529
150,16.0,17.0,28.0,4.1,31.2163,121.4699,31.2115,121.471
159,26.0,27.0,36.0,4.9,31.2236,121.4662,31.2294,121.4775
107,16.0,14.0,38.0,4.6,31.2177,121.4611,31.2149,121.4424
36,27.0,36.0,42.0,5.0,31.224,121.4771,31.2399,121.4642
141,2.0,12.0,31.0,4.4,31.2036,121.4276,31.213,121.4265
30,2.0,14.0,39.0,4.8,31.2036,121.4276,31.2151,121.4435
38,22.0,24.0,35.0,4.7,31.2237,121.4242,31.2243,121.4403
38,22.0,23.0,34.0,4.4,31.228,121.4253,31.22,121.4315
38,22.0,23.0,29.0,3.8000000000000003,31.2292,121.4243,31.2295,121.4318
125,15.0,15.0,30.0,4.5,31.211,121.4567,31.2165,121.4517
42,15.0,18.0,45.0,5.7,31.2186,121.4593,31.2106,121.4881
112,15.0,26.0,29.0,4.3,31.2163,121.4588,31.2209,121.4639
100,56.0,45.0,38.0,5.1000000000000005,31.2513,121.4694,31.2496,121.4523
37,71.0,71.0,24.0,4.0,31.2718,121.4164,31.2716,121.4118
76,61.0,71.0,30.0,4.0,31.265,121.4126,31.27,121.4188
39,61.0,71.0,28.0,4.1,31.2651,121.4146,31.2728,121.4168
81,71.0,60.0,36.0,4.5,31.2747,121.4126,31.2623,121.4085
82,71.0,60.0,34.0,4.5,31.2727,121.4137,31.2697,121.4015
88,71.0,61.0,26.0,3.7,31.2706,121.4147,31.269,121.4164
113,43.0,44.0,34.0,4.4,31.2475,121.433,31.2433,121.447
113,43.0,44.0,28.0,3.9000000000000004,31.2481,121.4355,31.2499,121.4419
53,11.0,31.0,41.0,5.2,31.21,121.4144,31.2313,121.4166
39,12.0,20.0,40.0,5.3,31.2102,121.4286,31.2242,121.4094
81,74.0,75.0,40.0,4.6,31.2731,121.4418,31.2775,121.4596
103,75.0,55.0,42.0,5.3,31.2736,121.459,31.2527,121.453
123,75.0,64.0,33.0,4.3,31.2728,121.4597,31.2682,121.4457
138,75.0,75.0,25.0,3.9,31.2795,121.4575,31.2791,121.4527
67,75.0,85.0,33.0,4.5,31.2795,121.4575,31.287,121.4508
103,75.0,65.0,30.0,3.9,31.2737,121.4593,31.2681,121.4542
123,75.0,52.0,55.0,6.800000000000001,31.2755,121.4578,31.2525,121.4276
50,75.0,65.0,33.0,4.7,31.273,121.4573,31.2625,121.4518
81,74.0,84.0,27.0,3.5,31.2785,121.4419,31.2823,121.4444
138,75.0,64.0,26.0,4.1,31.2706,121.4532,31.2662,121.45
69,75.0,85.0,26.0,3.7,31.2787,121.4552,31.2806,121.4595
103,75.0,55.0,41.0,5.5,31.2792,121.4556,31.2578,121.4591
51,75.0,64.0,38.0,5.1000000000000005,31.2767,121.45,31.2626,121.4427
80,75.0,84.0,32.0,4.3,31.2792,121.4556,31.283,121.4486
50,75.0,65.0,33.0,4.2,31.2798,121.4554,31.2687,121.4598
138,75.0,64.0,42.0,5.5,31.2795,121.4575,31.2628,121.44
138,75.0,64.0,34.0,4.3,31.2701,121.452,31.2641,121.4432
67,75.0,75.0,28.0,3.9,31.2788,121.4563,31.2784,121.4599
138,75.0,74.0,32.0,4.6,31.2779,121.4547,31.2795,121.4419
103,75.0,64.0,36.0,4.5,31.2779,121.4523,31.268,121.4454
138,75.0,74.0,38.0,4.6000000000000005,31.2702,121.4591,31.2729,121.4411
80,75.0,84.0,34.0,4.9,31.279,121.4546,31.2896,121.4453
50,75.0,65.0,31.0,4.5,31.2713,121.4523,31.263,121.4552
138,75.0,74.0,28.0,4.2,31.2713,121.4523,31.2729,121.4427
103,75.0,64.0,30.0,3.9,31.2709,121.4555,31.2649,121.4491
136,75.0,75.0,26.0,3.9000000000000004,31.2788,121.4563,31.2778,121.4563
103,75.0,55.0,48.0,5.9,31.2795,121.4575,31.2548,121.4511
80,75.0,74.0,31.0,4.4,31.2717,121.4558,31.2764,121.4445
138,75.0,74.0,27.0,4.0,31.2778,121.4518,31.2793,121.445
123,75.0,65.0,30.0,3.7,31.275,121.4573,31.2693,121.454
87,75.0,84.0,34.0,4.7,31.2701,121.4523,31.2821,121.4425
51,75.0,55.0,44.0,5.4,31.2788,121.4563,31.2554,121.452
87,75.0,84.0,29.0,4.1,31.2799,121.4537,31.2838,121.4458
81,74.0,74.0,24.0,3.9,31.2703,121.4411,31.2731,121.4437
69,75.0,85.0,40.0,5.3,31.2717,121.4558,31.2874,121.4506
123,75.0,52.0,56.0,6.2,31.2779,121.4547,31.2585,121.4207
