time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
48,88.0,79.0,36.0,4.3,31.2827,121.4884,31.2726,121.4945
128,88.0,77.0,34.0,4.4,31.2827,121.4884,31.2719,121.4799
101,87.0,97.0,32.0,4.5,31.284,121.4715,31.2958,121.4708
47,88.0,89.0,27.0,4.2,31.2876,121.4881,31.2844,121.4921
48,75.0,84.0,34.0,5.1000000000000005,31.273,121.4573,31.286,121.4471
153,75.0,86.0,35.0,4.800000000000001,31.2723,121.4598,31.282,121.467
113,11.0,12.0,32.0,4.9,31.2135,121.4125,31.2122,121.4277
113,21.0,13.0,39.0,5.199999999999999,31.2211,121.4191,31.2108,121.4347
77,21.0,21.0,32.0,4.5,31.2211,121.4191,31.2291,121.4132
114,11.0,13.0,37.0,5.199999999999999,31.2141,121.4105,31.2134,121.4304
62,11.0,11.0,27.0,3.5,31.2158,121.4142,31.2199,121.4122
75,21.0,21.0,29.0,3.8,31.2211,121.4191,31.2243,121.4118
57,11.0,11.0,29.0,3.7,31.213,121.4198,31.2181,121.4147
103,11.0,11.0,33.0,4.6,31.213,121.4198,31.2179,121.4105
53,21.0,11.0,31.0,4.2,31.2209,121.4134,31.2127,121.4145
76,21.0,21.0,33.0,4.5,31.2211,121.4191,31.2295,121.4115
87,21.0,21.0,25.0,3.9,31.2211,121.4191,31.2232,121.4152
102,11.0,11.0,27.0,3.9000000000000004,31.2146,121.4112,31.2132,121.4163
75,21.0,21.0,27.0,4.2,31.2211,121.4191,31.2265,121.4182
34,7.0,7.0,28.0,4.0,31.2032,121.4777,31.2065,121.473
41,76.0,85.0,32.0,4.2,31.2732,121.4619,31.2811,121.459
41,76.0,85.0,36.0,4.800000000000001,31.2733,121.4612,31.2843,121.4563
32,22.0,31.0,40.0,5.3,31.2216,121.4241,31.237,121.4126
33,22.0,31.0,40.0,5.0,31.2216,121.4241,31.2378,121.4182
44,22.0,23.0,27.0,3.7,31.2261,121.4274,31.2252,121.4316
31,22.0,22.0,32.0,4.3,31.2216,121.4241,31.2285,121.4228
45,22.0,23.0,28.0,3.8000000000000003,31.2266,121.4273,31.2222,121.4306
31,22.0,30.0,44.0,5.7,31.2261,121.4274,31.2385,121.4079
31,22.0,31.0,37.0,4.6000000000000005,31.2237,121.4242,31.2378,121.4184
32,32.0,31.0,31.0,4.5,31.2397,121.4253,31.2343,121.4171
60,15.0,13.0,34.0,4.2,31.2155,121.4508,31.214,121.4392
134,15.0,15.0,29.0,4.3,31.2186,121.4593,31.2176,121.454
29,15.0,15.0,32.0,4.2,31.2192,121.4517,31.2101,121.4596
40,15.0,14.0,31.0,4.4,31.2163,121.4588,31.2156,121.4491
63,15.0,14.0,27.0,3.7,31.2148,121.4546,31.2155,121.4477
84,71.0,60.0,31.0,4.6,31.2718,121.4164,31.2642,121.4095
27,71.0,63.0,43.0,5.0,31.279,121.4146,31.2663,121.4344
40,71.0,51.0,39.0,4.8,31.2718,121.4164,31.2521,121.4187
15,71.0,71.0,29.0,4.1,31.2727,121.4137,31.276,121.4179
0,71.0,71.0,29.0,4.0,31.2719,121.4121,31.2796,121.412
87,61.0,71.0,35.0,4.800000000000001,31.2651,121.4146,31.2776,121.4104
