time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
123,35.0,45.0,34.0,5.1000000000000005,31.2317,121.4585,31.2455,121.4572
120,26.0,45.0,38.0,5.3,31.2294,121.4693,31.2405,121.452
31,36.0,37.0,32.0,4.4,31.2364,121.4628,31.2385,121.4768
68,11.0,31.0,44.0,5.9,31.2162,121.419,31.2387,121.4155
37,11.0,30.0,49.0,6.3,31.2102,121.4198,31.2322,121.4005
53,11.0,30.0,39.0,5.1,31.2174,121.4163,31.2326,121.4017
122,11.0,22.0,40.0,5.0,31.211,121.4102,31.2235,121.4297
107,11.0,23.0,43.0,5.4,31.2197,121.4108,31.2261,121.4343
121,11.0,13.0,39.0,5.3,31.2186,121.4122,31.2169,121.4356
38,11.0,20.0,29.0,3.9000000000000004,31.217,121.4109,31.2207,121.4068
35,75.0,75.0,28.0,3.5,31.2762,121.457,31.2731,121.4534
107,75.0,63.0,42.0,5.4,31.2779,121.4523,31.2646,121.4308
35,75.0,75.0,26.0,3.7,31.2799,121.4537,31.2776,121.4517
5,75.0,55.0,38.0,4.8999999999999995,31.2778,121.4518,31.2586,121.4505
61,75.0,75.0,29.0,3.8000000000000003,31.2799,121.4582,31.2782,121.4524
61,75.0,42.0,59.0,6.8,31.2754,121.4501,31.2419,121.426
21,75.0,74.0,29.0,4.2,31.272,121.4514,31.2773,121.4483
5,75.0,65.0,38.0,4.699999999999999,31.2761,121.4514,31.2601,121.4508
21,75.0,74.0,30.0,4.1,31.2719,121.4509,31.2788,121.4425
21,75.0,74.0,31.0,4.5,31.2799,121.4537,31.2795,121.4446
21,75.0,63.0,39.0,5.0,31.2754,121.4501,31.267,121.4343
35,75.0,75.0,25.0,3.7,31.2799,121.4537,31.2789,121.4537
128,75.0,75.0,27.0,3.7,31.2704,121.4521,31.2734,121.4574
21,75.0,63.0,39.0,4.8999999999999995,31.272,121.4514,31.2657,121.4329
5,75.0,75.0,26.0,3.8000000000000003,31.2778,121.4518,31.2787,121.4516
107,75.0,53.0,46.0,6.1000000000000005,31.2779,121.4523,31.2537,121.44
87,75.0,65.0,26.0,3.6,31.2709,121.4555,31.2675,121.4569
107,75.0,64.0,36.0,5.1000000000000005,31.2799,121.4574,31.2685,121.4459
