time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
134,18.0,8.0,31.0,4.0,31.2134,121.4872,31.2074,121.4823
132,18.0,8.0,34.0,4.4,31.2129,121.4862,31.2014,121.4828
133,18.0,8.0,25.0,3.5,31.2134,121.4872,31.2095,121.4884
37,88.0,97.0,31.0,4.7,31.2842,121.4866,31.293,121.4785
91,11.0,20.0,37.0,5.1000000000000005,31.2146,121.4112,31.2285,121.4028
109,11.0,33.0,51.0,6.1,31.2107,121.4101,31.2343,121.4357
123,11.0,14.0,52.0,6.200000000000001,31.2146,121.4112,31.2128,121.4456
40,11.0,13.0,42.0,5.0,31.2174,121.4163,31.2149,121.4398
41,11.0,13.0,46.0,5.7,31.2104,121.4115,31.2147,121.4388
158,11.0,0.0,38.0,4.699999999999999,31.2152,121.4171,31.201,121.4055
156,11.0,0.0,40.0,4.699999999999999,31.2158,121.4142,31.204,121.4013
80,11.0,12.0,30.0,4.1,31.2135,121.4125,31.2122,121.425
111,11.0,33.0,43.0,5.9,31.2154,121.4175,31.2367,121.4319
41,11.0,4.0,45.0,5.800000000000001,31.2158,121.4142,31.2021,121.4407
91,11.0,20.0,28.0,4.3,31.2186,121.4122,31.2203,121.4065
16,11.0,1.0,34.0,4.800000000000001,31.2139,121.4166,31.2012,121.4183
80,11.0,23.0,38.0,5.199999999999999,31.2171,121.414,31.2259,121.4302
59,11.0,22.0,39.0,5.3,31.2139,121.4166,31.2262,121.4291
93,11.0,21.0,40.0,5.5,31.2107,121.4101,31.2295,121.4128
160,27.0,18.0,40.0,5.3,31.2298,121.4761,31.2144,121.4872
91,16.0,6.0,31.0,4.3,31.2146,121.4618,31.2084,121.4699
134,6.0,6.0,28.0,4.2,31.2075,121.4653,31.202,121.4638
5,6.0,7.0,29.0,4.2,31.2048,121.4696,31.2047,121.4766
59,6.0,5.0,31.0,4.6,31.2051,121.4621,31.2047,121.4503
105,6.0,14.0,36.0,4.8,31.2063,121.4679,31.2121,121.4483
129,2.0,11.0,38.0,5.3,31.2036,121.4276,31.2187,121.42
26,2.0,1.0,32.0,4.5,31.2041,121.425,31.2013,121.4159
129,2.0,11.0,36.0,4.8999999999999995,31.2036,121.4276,31.2181,121.4182
38,3.0,2.0,36.0,5.1000000000000005,31.2084,121.4345,31.2018,121.4206
121,2.0,3.0,30.0,4.5,31.2041,121.425,31.2094,121.4319
123,66.0,76.0,39.0,4.6,31.2641,121.4606,31.2798,121.4646
51,24.0,33.0,35.0,4.800000000000001,31.2262,121.4419,31.238,121.432
115,16.0,16.0,25.0,3.7,31.2146,121.4618,31.2145,121.4647
101,15.0,7.0,38.0,4.8,31.2108,121.454,31.2088,121.4767
44,25.0,35.0,29.0,4.1,31.2293,121.4595,31.2352,121.453
46,25.0,35.0,24.0,3.8000000000000003,31.2293,121.4595,31.2303,121.4596
119,56.0,56.0,24.0,3.4000000000000004,31.2501,121.4679,31.2521,121.4689
52,56.0,66.0,36.0,4.7,31.2513,121.4694,31.2647,121.4607
14,81.0,90.0,33.0,4.2,31.2858,121.4185,31.2919,121.4057
99,71.0,80.0,31.0,4.3,31.2729,121.4109,31.2806,121.4059
76,71.0,72.0,29.0,4.0,31.2796,121.4179,31.2779,121.4251
77,71.0,72.0,32.0,4.800000000000001,31.2703,121.4101,31.2715,121.4239
55,71.0,81.0,32.0,4.7,31.2727,121.4137,31.2851,121.4155
29,71.0,71.0,27.0,4.1,31.2747,121.4126,31.2773,121.4125
120,71.0,71.0,28.0,3.7,31.2747,121.4126,31.2716,121.4184
12,81.0,90.0,38.0,5.2,31.2858,121.4185,31.2975,121.4001
10,81.0,81.0,26.0,3.4,31.2858,121.4185,31.2814,121.4195
98,71.0,81.0,28.0,3.8,31.2796,121.4179,31.2803,121.4138
97,33.0,24.0,32.0,3.8,31.2332,121.4394,31.229,121.4456
124,43.0,53.0,29.0,3.8000000000000003,31.2466,121.43,31.2514,121.4352
121,43.0,43.0,32.0,4.6,31.2482,121.4385,31.2412,121.43
51,43.0,33.0,28.0,4.3,31.2417,121.433,31.2365,121.4323
51,43.0,33.0,31.0,4.3,31.2481,121.4355,31.2381,121.438
34,12.0,21.0,33.0,4.9,31.2177,121.4251,31.2244,121.4117
87,75.0,55.0,46.0,5.5,31.2761,121.4514,31.2524,121.4534
39,75.0,75.0,28.0,4.0,31.2734,121.4563,31.2773,121.456
39,75.0,75.0,30.0,4.2,31.2785,121.4508,31.2779,121.4578
44,75.0,75.0,30.0,3.6,31.2788,121.4563,31.2743,121.4568
24,75.0,76.0,27.0,4.2,31.2716,121.4597,31.2725,121.4671
39,75.0,75.0,27.0,3.8,31.2764,121.4598,31.2726,121.4598
104,75.0,54.0,45.0,5.6000000000000005,31.2799,121.4537,31.2557,121.4418
126,75.0,54.0,38.0,4.8,31.2747,121.4527,31.259,121.4411
138,75.0,74.0,33.0,4.4,31.275,121.4573,31.2771,121.443
105,75.0,43.0,52.0,5.800000000000001,31.2719,121.4509,31.2455,121.4348
87,75.0,64.0,39.0,4.8,31.2779,121.4547,31.2608,121.4499
87,75.0,74.0,30.0,4.0,31.2772,121.453,31.2763,121.4466
126,75.0,64.0,35.0,4.4,31.2728,121.4597,31.2675,121.4447
24,75.0,75.0,24.0,3.4000000000000004,31.2718,121.457,31.2734,121.4583
44,75.0,74.0,33.0,4.6000000000000005,31.2701,121.452,31.2796,121.4428
126,75.0,74.0,34.0,4.5,31.279,121.4546,31.2743,121.4444
89,75.0,65.0,31.0,4.0,31.273,121.4573,31.2656,121.4508
105,75.0,43.0,57.0,6.800000000000001,31.2761,121.4514,31.2426,121.43
103,75.0,44.0,56.0,6.699999999999999,31.2799,121.4574,31.2435,121.4411
105,75.0,43.0,56.0,6.6000000000000005,31.2702,121.4591,31.2434,121.4307
89,75.0,64.0,36.0,5.0,31.2779,121.4523,31.263,121.4406
126,75.0,54.0,41.0,5.7,31.2762,121.457,31.2547,121.4496
103,75.0,54.0,48.0,5.800000000000001,31.2799,121.4582,31.2501,121.4473
44,75.0,75.0,29.0,4.5,31.2799,121.4582,31.2733,121.4554
39,75.0,75.0,28.0,4.0,31.2764,121.457,31.2742,121.4589
138,75.0,75.0,27.0,3.7,31.273,121.4573,31.2719,121.451
24,75.0,75.0,26.0,3.6,31.2781,121.4502,31.2743,121.456
126,75.0,54.0,47.0,5.800000000000001,31.2767,121.45,31.2508,121.447
138,75.0,65.0,32.0,4.0,31.2701,121.452,31.2626,121.4537
89,75.0,75.0,32.0,4.0,31.2717,121.4558,31.2795,121.4539
87,75.0,65.0,34.0,4.7,31.2779,121.4523,31.2636,121.4582
154,44.0,43.0,35.0,4.7,31.2444,121.4465,31.2462,121.4315
64,43.0,33.0,38.0,4.9,31.2475,121.433,31.2336,121.431
110,44.0,54.0,30.0,4.0,31.2437,121.4403,31.2506,121.4414
78,34.0,34.0,26.0,4.1,31.2316,121.4431,31.2329,121.4407
19,44.0,44.0,27.0,3.6,31.2421,121.4471,31.2426,121.4426
109,44.0,43.0,36.0,4.5,31.2421,121.4471,31.2403,121.4304
25,44.0,53.0,29.0,4.1,31.2444,121.4419,31.2509,121.4348
48,44.0,44.0,25.0,3.6,31.2435,121.4452,31.2456,121.4489
127,33.0,56.0,52.0,6.200000000000001,31.231,121.4369,31.2509,121.462
121,43.0,43.0,27.0,4.0,31.2434,121.4352,31.2447,121.4391
48,44.0,43.0,28.0,4.2,31.2458,121.4456,31.2414,121.4377
50,44.0,53.0,42.0,5.0,31.241,121.448,31.2582,121.44
73,34.0,43.0,30.0,4.1,31.2361,121.4452,31.2415,121.4382
126,33.0,44.0,34.0,5.1000000000000005,31.2312,121.4394,31.2465,121.441
126,33.0,54.0,45.0,5.9,31.23,121.4355,31.2532,121.4465
