time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
130,88.0,89.0,31.0,4.2,31.2842,121.4866,31.2831,121.4978
51,88.0,98.0,31.0,4.1,31.2827,121.4884,31.2924,121.4861
41,88.0,99.0,30.0,4.5,31.2842,121.4866,31.2944,121.4905
119,88.0,96.0,42.0,5.2,31.2876,121.4881,31.2992,121.4681
47,88.0,78.0,32.0,4.9,31.2827,121.4884,31.2707,121.4832
36,11.0,12.0,26.0,3.9000000000000004,31.2154,121.4175,31.2184,121.4217
23,11.0,11.0,24.0,4.0,31.217,121.4109,31.2199,121.4115
106,11.0,2.0,36.0,4.800000000000001,31.2139,121.4166,31.2038,121.424
96,11.0,22.0,37.0,5.0,31.217,121.4109,31.2289,121.4208
87,11.0,21.0,37.0,4.5,31.2138,121.42,31.227,121.4121
97,11.0,22.0,33.0,4.3,31.215,121.4193,31.224,121.4286
3,11.0,11.0,27.0,3.9,31.2155,121.4195,31.2121,121.4193
71,11.0,42.0,45.0,5.7,31.2138,121.4194,31.2404,121.4228
9,11.0,20.0,30.0,4.6,31.2188,121.4152,31.2287,121.4091
109,11.0,12.0,25.0,4.1,31.2155,121.4195,31.2129,121.4232
35,11.0,22.0,38.0,4.8999999999999995,31.217,121.4109,31.2244,121.4273
9,11.0,20.0,38.0,5.2,31.2139,121.4137,31.2293,121.4023
106,25.0,15.0,36.0,4.2,31.2285,121.4504,31.2172,121.4585
113,15.0,16.0,33.0,4.7,31.2134,121.4521,31.2142,121.4638
127,16.0,24.0,42.0,5.2,31.212,121.4646,31.2201,121.4412
155,15.0,16.0,39.0,4.8999999999999995,31.2155,121.4508,31.2176,121.4698
51,15.0,15.0,25.0,3.6,31.211,121.4567,31.2124,121.4559
102,76.0,85.0,34.0,4.4,31.2733,121.4612,31.2889,121.4591
57,22.0,22.0,24.0,3.4000000000000004,31.229,121.4257,31.2296,121.4232
33,22.0,22.0,24.0,3.7,31.2268,121.4202,31.2297,121.4208
33,25.0,36.0,34.0,4.4,31.2253,121.4558,31.2379,121.4658
42,25.0,15.0,36.0,4.9,31.2254,121.4586,31.2106,121.4595
69,25.0,16.0,34.0,4.9,31.2218,121.4565,31.2102,121.4608
69,25.0,6.0,44.0,5.800000000000001,31.226,121.4521,31.2023,121.4623
13,61.0,60.0,37.0,4.5,31.2635,121.4193,31.2618,121.4015
4,61.0,51.0,34.0,4.4,31.2635,121.4193,31.2553,121.4143
14,61.0,60.0,34.0,4.0,31.265,121.4126,31.2614,121.4011
14,61.0,60.0,31.0,4.7,31.265,121.4126,31.2628,121.4002
12,61.0,60.0,29.0,4.2,31.265,121.4126,31.261,121.4044
66,33.0,34.0,32.0,4.4,31.2395,121.4306,31.2337,121.4445
86,34.0,33.0,34.0,4.3,31.2329,121.4453,31.2363,121.4345
148,43.0,44.0,30.0,4.0,31.2481,121.4355,31.2485,121.4478
148,44.0,44.0,28.0,3.9,31.2437,121.4403,31.2413,121.4427
115,43.0,54.0,33.0,4.3,31.2475,121.433,31.2506,121.4433
115,43.0,54.0,35.0,4.5,31.2475,121.433,31.2574,121.4418
20,44.0,34.0,27.0,3.7,31.2421,121.4471,31.2371,121.4456
116,43.0,44.0,36.0,4.5,31.2427,121.4365,31.2479,121.4491
79,44.0,33.0,37.0,4.800000000000001,31.2435,121.4452,31.2368,121.4306
116,43.0,54.0,30.0,4.2,31.2481,121.4355,31.2531,121.4414
149,44.0,44.0,25.0,3.6,31.2444,121.4419,31.2405,121.4438
31,75.0,73.0,43.0,5.6000000000000005,31.2782,121.4571,31.2707,121.432
100,75.0,75.0,22.0,3.4000000000000004,31.2751,121.4579,31.2753,121.4591
113,75.0,55.0,46.0,5.4,31.2798,121.4554,31.2566,121.4586
78,75.0,74.0,35.0,4.2,31.2761,121.457,31.2719,121.4422
114,75.0,54.0,40.0,5.3,31.2751,121.4579,31.2554,121.4456
31,75.0,73.0,42.0,5.6,31.2702,121.4591,31.279,121.4371
114,75.0,53.0,43.0,5.3,31.2734,121.4563,31.2598,121.4379
99,75.0,76.0,34.0,4.3,31.2751,121.4579,31.279,121.4679
31,75.0,73.0,37.0,5.0,31.2799,121.4537,31.2745,121.434
78,75.0,74.0,38.0,4.800000000000001,31.2755,121.4578,31.2799,121.4412
31,75.0,42.0,59.0,6.6,31.2782,121.4571,31.2462,121.43
31,75.0,73.0,38.0,4.7,31.2719,121.4509,31.2784,121.4345
78,75.0,73.0,40.0,5.3,31.2787,121.4552,31.2746,121.4305
78,75.0,65.0,32.0,4.4,31.2778,121.4518,31.2689,121.4586
99,75.0,76.0,36.0,4.5,31.2767,121.45,31.2799,121.4631
101,75.0,75.0,28.0,4.1,31.2717,121.4558,31.2732,121.4525
99,75.0,75.0,29.0,3.9,31.2793,121.4593,31.2729,121.4524
101,75.0,65.0,42.0,5.3,31.2799,121.4574,31.2621,121.4533
31,75.0,53.0,40.0,5.5,31.272,121.4514,31.255,121.4358
108,44.0,42.0,34.0,4.6000000000000005,31.2467,121.4406,31.244,121.4231
38,43.0,32.0,31.0,4.5,31.2427,121.4365,31.2357,121.4289
108,44.0,41.0,44.0,5.3,31.2436,121.444,31.2402,121.4157
46,44.0,35.0,39.0,4.8999999999999995,31.2444,121.4419,31.2312,121.4567
45,44.0,34.0,27.0,4.0,31.241,121.448,31.2379,121.4481
16,44.0,44.0,30.0,4.3,31.2444,121.4419,31.2422,121.4474
61,44.0,32.0,44.0,5.4,31.2444,121.4419,31.2332,121.4207
33,44.0,33.0,32.0,4.2,31.2444,121.4465,31.2392,121.4375
75,34.0,34.0,30.0,4.2,31.238,121.4402,31.2309,121.4484
31,44.0,33.0,38.0,5.2,31.2444,121.4465,31.2317,121.4312
58,44.0,44.0,28.0,4.0,31.2458,121.4456,31.2429,121.4445
105,71.0,71.0,28.0,4.0,31.2785,121.418,31.2773,121.4113
114,71.0,61.0,27.0,3.7,31.2706,121.4147,31.2652,121.4111
121,18.0,6.0,32.0,4.3,31.2128,121.4818,31.209,121.467
113,27.0,19.0,40.0,5.1,31.225,121.4778,31.2193,121.4972
42,27.0,37.0,33.0,4.6,31.2285,121.4757,31.2375,121.4779
143,18.0,18.0,32.0,3.8,31.216,121.4829,31.2105,121.4899
117,8.0,8.0,30.0,4.1,31.2076,121.4825,31.2059,121.4899
41,7.0,8.0,28.0,3.6,31.2032,121.4777,31.2039,121.484
54,77.0,87.0,28.0,4.3,31.2769,121.4718,31.2817,121.4795
30,67.0,59.0,46.0,5.4,31.2624,121.4722,31.2546,121.497
109,77.0,66.0,33.0,4.3,31.2724,121.4785,31.2678,121.4689
44,77.0,87.0,34.0,4.5,31.2758,121.4751,31.2864,121.4779
55,77.0,97.0,41.0,5.5,31.2769,121.4718,31.2964,121.4798
121,77.0,86.0,38.0,5.1000000000000005,31.2758,121.4751,31.282,121.4609
44,77.0,78.0,32.0,4.1,31.2724,121.4785,31.2784,121.4824
38,25.0,26.0,30.0,4.3,31.2294,121.4534,31.2277,121.4646
53,58.0,68.0,29.0,4.5,31.252,121.486,31.2609,121.4845
117,58.0,59.0,31.0,4.5,31.251,121.4848,31.2528,121.4938
146,49.0,69.0,41.0,5.0,31.2428,121.4969,31.263,121.4965
40,48.0,47.0,31.0,4.0,31.2459,121.4837,31.2416,121.4763
128,58.0,69.0,29.0,3.8000000000000003,31.26,121.486,31.2613,121.4933
31,75.0,41.0,62.0,7.7,31.2788,121.4563,31.249,121.4173
86,75.0,54.0,42.0,5.3,31.2793,121.4593,31.2572,121.45
67,75.0,52.0,55.0,6.5,31.2767,121.45,31.2508,121.4212
67,75.0,52.0,52.0,6.3,31.2781,121.4502,31.2552,121.4249
67,75.0,50.0,61.0,7.300000000000001,31.2719,121.4509,31.2535,121.4069
31,75.0,51.0,62.0,7.000000000000001,31.2797,121.4558,31.2571,121.4156
31,75.0,42.0,56.0,6.8,31.2718,121.457,31.2472,121.4202
31,75.0,51.0,52.0,6.6000000000000005,31.2701,121.452,31.2522,121.4169
86,75.0,54.0,45.0,5.2,31.2785,121.4508,31.2548,121.4467
31,75.0,42.0,58.0,7.4,31.2778,121.4518,31.242,121.4284
31,75.0,42.0,61.0,7.500000000000001,31.2761,121.457,31.2459,121.4245
86,75.0,54.0,46.0,5.8999999999999995,31.2799,121.4574,31.2525,121.4491
31,75.0,52.0,48.0,6.0,31.2767,121.45,31.2548,121.429
31,75.0,41.0,59.0,7.3,31.2761,121.4514,31.2496,121.4163
55,75.0,85.0,33.0,4.3,31.2718,121.457,31.2844,121.4548
55,75.0,65.0,27.0,3.7,31.2704,121.4521,31.2683,121.4573
55,75.0,55.0,42.0,5.2,31.2737,121.4593,31.2501,121.4584
67,75.0,52.0,56.0,6.4,31.2716,121.4597,31.2528,121.4249
86,75.0,54.0,45.0,5.7,31.2782,121.4571,31.2571,121.4408
67,75.0,52.0,53.0,6.9,31.2779,121.4547,31.2551,121.4237
55,24.0,25.0,36.0,4.5,31.2296,121.4403,31.2225,121.4531
60,22.0,20.0,35.0,4.9,31.228,121.4253,31.2215,121.4091
60,71.0,50.0,44.0,5.800000000000001,31.279,121.4146,31.2576,121.4041
56,71.0,51.0,38.0,4.8999999999999995,31.2759,121.412,31.2568,121.4189
47,71.0,72.0,36.0,5.0,31.2759,121.412,31.272,121.4283
93,47.0,47.0,28.0,3.4,31.2482,121.4705,31.2486,121.4756
31,47.0,76.0,52.0,6.3,31.2432,121.4784,31.2721,121.4607
55,47.0,46.0,27.0,3.6,31.2475,121.4724,31.247,121.4675
78,47.0,48.0,29.0,3.9,31.2432,121.4784,31.2415,121.4873
49,58.0,38.0,41.0,5.4,31.2585,121.4861,31.2391,121.4817
18,75.0,44.0,53.0,6.800000000000001,31.2793,121.4593,31.2448,121.4483
17,75.0,54.0,36.0,4.7,31.2714,121.4541,31.259,121.4444
77,75.0,43.0,49.0,6.200000000000001,31.2736,121.459,31.2487,121.4397
45,75.0,85.0,31.0,4.5,31.2764,121.457,31.2862,121.4524
77,75.0,54.0,35.0,4.7,31.2704,121.4515,31.258,121.4441
44,75.0,85.0,38.0,5.1000000000000005,31.2723,121.4598,31.2871,121.4573
17,75.0,54.0,42.0,5.3,31.2723,121.4598,31.2521,121.4459
60,75.0,64.0,37.0,4.8999999999999995,31.2762,121.457,31.2625,121.4439
60,75.0,64.0,38.0,5.199999999999999,31.2755,121.4578,31.2643,121.4423
17,75.0,54.0,34.0,4.6000000000000005,31.2704,121.4521,31.2563,121.4483
116,75.0,74.0,27.0,3.4,31.2701,121.4523,31.2736,121.4496
44,75.0,75.0,25.0,3.9,31.2747,121.4527,31.2745,121.4579
45,75.0,75.0,28.0,4.1,31.2799,121.4574,31.273,121.4562
44,75.0,86.0,37.0,4.9,31.2704,121.4521,31.2821,121.4618
116,75.0,63.0,48.0,5.6000000000000005,31.2781,121.4502,31.2602,121.4301
44,75.0,74.0,36.0,4.2,31.279,121.4546,31.2721,121.4417
116,75.0,42.0,55.0,6.6000000000000005,31.2717,121.4558,31.2431,121.4281
110,75.0,75.0,27.0,3.7,31.2737,121.4593,31.2746,121.4515
60,75.0,75.0,31.0,4.4,31.2702,121.4591,31.2785,121.4551
60,75.0,64.0,31.0,3.9,31.2718,121.457,31.2697,121.4474
44,75.0,75.0,31.0,4.3,31.2788,121.4563,31.2723,121.4503
18,75.0,63.0,40.0,5.1,31.2737,121.4593,31.2676,121.4342
18,75.0,44.0,54.0,6.5,31.2795,121.4575,31.2467,121.4451
