time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
30,88.0,77.0,41.0,5.1,31.2827,121.4884,31.2728,121.47
41,88.0,76.0,42.0,5.7,31.2808,121.4868,31.2771,121.4622
122,88.0,79.0,41.0,5.0,31.2876,121.4881,31.2704,121.4998
85,75.0,84.0,36.0,4.7,31.2701,121.452,31.2815,121.4474
85,75.0,85.0,40.0,5.3,31.2701,121.452,31.2897,121.4598
126,47.0,36.0,34.0,4.5,31.2428,121.4735,31.2355,121.4668
41,36.0,38.0,36.0,5.1,31.2334,121.4664,31.2373,121.486
98,36.0,16.0,44.0,5.2,31.2311,121.4614,31.2111,121.4664
90,26.0,26.0,26.0,4.2,31.2236,121.4662,31.23,121.4669
58,26.0,25.0,32.0,4.4,31.2236,121.4662,31.221,121.4574
127,25.0,25.0,32.0,4.0,31.2245,121.4593,31.2285,121.4514
145,36.0,38.0,44.0,5.0,31.238,121.4646,31.2365,121.489
41,36.0,48.0,42.0,4.8999999999999995,31.2334,121.4664,31.2419,121.4858
49,11.0,14.0,40.0,5.3,31.2138,121.42,31.2199,121.4453
115,21.0,10.0,32.0,4.6000000000000005,31.2209,121.4134,31.2155,121.4003
8,11.0,10.0,30.0,4.2,31.2146,121.4112,31.218,121.403
49,11.0,12.0,36.0,5.1000000000000005,31.2171,121.414,31.2185,121.4298
76,21.0,22.0,32.0,4.1,31.2209,121.4134,31.2272,121.421
153,11.0,1.0,31.0,4.4,31.2139,121.4166,31.2065,121.4128
8,11.0,11.0,33.0,4.5,31.21,121.4144,31.219,121.4156
128,21.0,11.0,32.0,4.3,31.2209,121.4134,31.213,121.4101
26,11.0,12.0,34.0,4.2,31.2158,121.4142,31.2116,121.4262
113,21.0,10.0,30.0,4.7,31.2211,121.4191,31.215,121.4091
86,11.0,12.0,38.0,4.5,31.21,121.4144,31.2178,121.4285
49,11.0,12.0,30.0,3.7,31.2139,121.4137,31.2165,121.4209
45,15.0,35.0,42.0,4.8,31.2186,121.4593,31.2376,121.4549
28,25.0,24.0,30.0,3.7,31.2218,121.4565,31.2233,121.4497
41,6.0,6.0,27.0,3.7,31.204,121.4664,31.2099,121.4663
41,6.0,6.0,28.0,3.4,31.2051,121.4621,31.2023,121.461
40,6.0,5.0,31.0,4.3,31.204,121.4664,31.203,121.4568
39,2.0,2.0,30.0,3.8000000000000003,31.2036,121.4276,31.2088,121.4281
25,3.0,14.0,35.0,4.6000000000000005,31.2084,121.4345,31.2158,121.4447
158,1.0,2.0,31.0,4.3,31.209,121.4158,31.2075,121.4247
134,2.0,3.0,33.0,4.2,31.2009,121.4216,31.2066,121.4319
54,22.0,24.0,39.0,5.0,31.2216,121.4241,31.2291,121.4423
45,15.0,15.0,26.0,3.6,31.2108,121.454,31.2137,121.4507
121,15.0,16.0,35.0,4.2,31.2192,121.4517,31.2162,121.4662
7,15.0,15.0,28.0,4.2,31.2132,121.4588,31.218,121.4539
39,15.0,24.0,36.0,4.9,31.2186,121.4593,31.2208,121.4416
46,15.0,15.0,25.0,3.7,31.2192,121.4517,31.2161,121.4516
45,15.0,15.0,25.0,3.4,31.2152,121.455,31.2108,121.4547
6,15.0,15.0,26.0,3.5,31.2148,121.4546,31.2138,121.4565
39,56.0,46.0,31.0,4.3,31.2516,121.4647,31.2444,121.4665
41,56.0,45.0,33.0,4.0,31.2514,121.4666,31.2449,121.4565
50,71.0,83.0,40.0,5.4,31.2761,121.4138,31.2826,121.4386
112,71.0,71.0,29.0,4.0,31.2703,121.4101,31.2754,121.4158
117,71.0,71.0,32.0,4.4,31.2703,121.4101,31.2757,121.419
120,61.0,90.0,49.0,6.0,31.27,121.4154,31.2957,121.4056
6,61.0,72.0,40.0,4.8,31.2635,121.4193,31.2796,121.4204
112,61.0,71.0,26.0,4.3,31.265,121.4126,31.2702,121.4169
93,71.0,62.0,37.0,4.7,31.2759,121.412,31.2667,121.4263
120,71.0,81.0,35.0,4.6000000000000005,31.2729,121.4109,31.2856,121.411
100,61.0,72.0,31.0,4.1,31.27,121.4154,31.2781,121.424
