time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
38,98.0,99.0,32.0,4.0,31.2925,121.4832,31.2984,121.4935
126,89.0,88.0,30.0,3.6,31.2859,121.4915,31.2846,121.4847
126,89.0,88.0,30.0,4.4,31.2883,121.499,31.2851,121.488
48,88.0,88.0,30.0,4.0,31.2808,121.4868,31.2872,121.4876
36,98.0,98.0,22.0,3.9000000000000004,31.2925,121.4832,31.2922,121.4814
38,98.0,98.0,34.0,4.5,31.2925,121.4832,31.2997,121.4898
128,88.0,87.0,28.0,3.9000000000000004,31.2842,121.4866,31.2825,121.4792
145,88.0,99.0,30.0,4.3,31.2876,121.4881,31.294,121.496
55,11.0,12.0,42.0,5.3,31.211,121.4102,31.2199,121.4297
106,11.0,31.0,36.0,4.699999999999999,31.2162,121.419,31.2316,121.4146
95,11.0,11.0,28.0,3.6,31.213,121.4198,31.2126,121.4168
154,11.0,21.0,34.0,4.3,31.2186,121.4139,31.2298,121.4105
55,11.0,12.0,30.0,4.5,31.2154,121.4175,31.2185,121.4292
106,11.0,30.0,38.0,4.9,31.2187,121.4147,31.2329,121.4072
147,11.0,11.0,28.0,4.0,31.2171,121.414,31.2107,121.412
108,11.0,31.0,34.0,5.0,31.2171,121.414,31.2309,121.4139
56,11.0,2.0,36.0,5.0,31.2135,121.4125,31.2033,121.4238
141,15.0,24.0,31.0,4.2,31.2192,121.4517,31.2204,121.4404
25,25.0,26.0,31.0,4.3,31.228,121.4563,31.2203,121.4613
2,7.0,17.0,29.0,3.9000000000000004,31.2097,121.4792,31.2135,121.4742
90,6.0,8.0,41.0,5.5,31.2079,121.4604,31.2037,121.4821
28,6.0,18.0,42.0,5.3,31.2063,121.4679,31.2192,121.4849
82,6.0,17.0,37.0,4.4,31.2048,121.4696,31.218,121.478
152,6.0,5.0,34.0,4.9,31.2048,121.4696,31.2,121.4538
113,76.0,87.0,29.0,3.7,31.2759,121.4696,31.2801,121.4716
131,66.0,65.0,36.0,4.7,31.2688,121.4678,31.2601,121.4546
50,22.0,32.0,38.0,5.0,31.2237,121.4242,31.2369,121.4289
46,16.0,5.0,33.0,4.5,31.212,121.4646,31.2039,121.4556
110,15.0,15.0,32.0,4.1,31.2132,121.4588,31.218,121.4519
126,71.0,51.0,41.0,5.4,31.2786,121.4165,31.2569,121.4174
36,61.0,80.0,41.0,5.7,31.265,121.4126,31.2852,121.4034
117,43.0,34.0,38.0,5.0,31.2482,121.4385,31.2321,121.4403
117,43.0,34.0,30.0,4.0,31.2475,121.433,31.2393,121.4417
130,33.0,46.0,47.0,6.0,31.2395,121.4306,31.2473,121.4601
117,43.0,34.0,37.0,5.0,31.2448,121.434,31.2308,121.4419
153,44.0,53.0,41.0,5.5,31.2408,121.4495,31.2556,121.4322
129,33.0,45.0,38.0,5.1,31.2346,121.4326,31.2447,121.4504
152,33.0,43.0,39.0,4.699999999999999,31.231,121.4369,31.2462,121.4316
67,34.0,45.0,30.0,3.6,31.2396,121.4488,31.2422,121.456
41,12.0,3.0,42.0,5.3,31.2187,121.4237,31.2015,121.4311
30,12.0,12.0,28.0,3.5,31.2114,121.4256,31.2133,121.4273
139,11.0,13.0,42.0,4.8,31.2152,121.4171,31.217,121.4385
82,75.0,64.0,39.0,5.4,31.2787,121.4552,31.2617,121.4469
8,75.0,73.0,40.0,4.8,31.279,121.4546,31.2797,121.431
