time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
38,88.0,98.0,34.0,4.800000000000001,31.2876,121.4881,31.2986,121.4811
38,88.0,98.0,30.0,4.3,31.2808,121.4868,31.2917,121.4855
108,88.0,77.0,35.0,4.6000000000000005,31.2876,121.4881,31.2799,121.4752
86,47.0,48.0,35.0,4.3,31.2428,121.4735,31.2449,121.4876
158,47.0,46.0,30.0,3.9,31.2482,121.4705,31.2457,121.461
76,11.0,12.0,38.0,4.5,31.2141,121.4105,31.2136,121.4273
133,11.0,2.0,35.0,4.7,31.2102,121.4198,31.2005,121.4296
80,11.0,2.0,38.0,4.699999999999999,31.2187,121.4147,31.2045,121.4246
115,11.0,10.0,32.0,4.5,31.2141,121.4105,31.2102,121.4032
60,11.0,33.0,50.0,6.3,31.2104,121.4115,31.2342,121.4361
43,11.0,31.0,42.0,5.3,31.2155,121.4195,31.2362,121.4103
141,16.0,25.0,33.0,4.3,31.2146,121.4618,31.2246,121.456
62,15.0,16.0,26.0,3.6,31.2132,121.4588,31.2108,121.4648
99,15.0,24.0,38.0,5.0,31.2146,121.4536,31.2237,121.4409
71,6.0,5.0,24.0,3.6,31.2051,121.4621,31.209,121.4596
105,1.0,1.0,26.0,4.2,31.209,121.4158,31.2038,121.4162
40,24.0,33.0,28.0,4.1,31.2291,121.4439,31.2321,121.436
46,22.0,23.0,33.0,4.5,31.2292,121.4243,31.2269,121.4388
60,23.0,15.0,41.0,5.4,31.2289,121.4389,31.2179,121.4574
132,25.0,24.0,31.0,4.3,31.226,121.4521,31.224,121.4427
40,15.0,27.0,45.0,6.0,31.2192,121.4517,31.2297,121.4784
27,15.0,5.0,29.0,4.2,31.2148,121.4546,31.2064,121.454
61,15.0,15.0,26.0,3.5,31.2132,121.4588,31.2168,121.4591
112,56.0,55.0,32.0,4.4,31.2516,121.4647,31.2551,121.4549
98,56.0,56.0,24.0,3.9000000000000004,31.2501,121.4679,31.2516,121.4668
46,55.0,55.0,30.0,4.1,31.2527,121.4599,31.255,121.4517
155,56.0,56.0,29.0,4.2,31.2501,121.4679,31.2528,121.4615
112,56.0,55.0,36.0,4.6000000000000005,31.2529,121.4646,31.2598,121.4522
107,71.0,70.0,28.0,4.2,31.279,121.4146,31.275,121.4072
45,71.0,70.0,38.0,5.0,31.2796,121.4179,31.2751,121.4014
126,71.0,70.0,32.0,4.6,31.2761,121.4138,31.2784,121.4013
82,34.0,34.0,31.0,4.4,31.2361,121.4452,31.2306,121.4405
52,11.0,11.0,30.0,4.3,31.2188,121.4152,31.2113,121.4151
129,12.0,13.0,28.0,4.5,31.2177,121.4251,31.214,121.4342
80,12.0,11.0,36.0,4.5,31.2102,121.4286,31.2191,121.4171
59,11.0,12.0,34.0,4.2,31.2187,121.4147,31.2187,121.4256
