time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
26,88.0,87.0,34.0,4.3,31.2876,121.4881,31.2829,121.4756
46,25.0,35.0,28.0,4.1,31.2254,121.4586,31.2303,121.4594
38,24.0,14.0,33.0,4.3,31.2248,121.4449,31.2125,121.4435
63,11.0,22.0,33.0,4.4,31.2197,121.4108,31.2231,121.4217
75,11.0,30.0,38.0,5.1,31.2146,121.4112,31.2317,121.4019
38,11.0,12.0,28.0,4.4,31.2139,121.4166,31.2182,121.4257
53,11.0,22.0,34.0,4.9,31.2187,121.4147,31.2248,121.4291
126,11.0,10.0,34.0,4.9,31.2187,121.4147,31.2121,121.401
53,11.0,22.0,31.0,4.6,31.2158,121.4142,31.2235,121.4224
103,21.0,21.0,25.0,3.3000000000000003,31.2209,121.4134,31.2224,121.4149
113,11.0,12.0,29.0,4.2,31.2139,121.4137,31.2176,121.422
142,11.0,11.0,26.0,4.2,31.2139,121.4137,31.218,121.4191
38,11.0,2.0,38.0,5.0,31.2186,121.4139,31.2054,121.4234
34,12.0,11.0,35.0,5.1000000000000005,31.2131,121.4294,31.2138,121.4135
117,11.0,11.0,29.0,3.6,31.213,121.4198,31.2183,121.4167
141,11.0,10.0,30.0,4.2,31.2152,121.4171,31.2171,121.4065
34,12.0,11.0,36.0,4.6000000000000005,31.215,121.4262,31.2143,121.4101
38,11.0,11.0,32.0,3.9,31.2186,121.4139,31.211,121.4171
30,11.0,12.0,26.0,4.3,31.2158,121.4142,31.2151,121.4206
47,15.0,14.0,31.0,4.0,31.2152,121.455,31.2122,121.4431
37,16.0,26.0,32.0,4.1,31.2146,121.4618,31.2216,121.4605
48,15.0,14.0,35.0,4.800000000000001,31.211,121.4567,31.2121,121.4408
144,25.0,25.0,27.0,3.7,31.2205,121.4529,31.223,121.4562
143,25.0,38.0,48.0,6.000000000000001,31.2237,121.4537,31.2399,121.4832
116,7.0,8.0,29.0,4.5,31.2008,121.4797,31.2073,121.4859
123,7.0,18.0,31.0,4.3,31.2032,121.4777,31.21,121.4845
121,7.0,17.0,32.0,4.1,31.2015,121.4765,31.2106,121.4748
10,6.0,8.0,37.0,5.0,31.2075,121.4653,31.2011,121.4814
2,6.0,6.0,26.0,4.1,31.2025,121.4695,31.2072,121.4647
37,76.0,67.0,31.0,4.5,31.2759,121.4696,31.2651,121.4712
45,65.0,67.0,34.0,4.4,31.2686,121.4563,31.262,121.4713
32,22.0,22.0,30.0,4.2,31.2268,121.4202,31.2256,121.4295
34,25.0,24.0,31.0,4.6,31.2245,121.4598,31.2245,121.4486
41,25.0,26.0,30.0,4.0,31.2285,121.4504,31.2261,121.46
68,15.0,25.0,32.0,4.2,31.2148,121.4546,31.2212,121.4573
40,25.0,26.0,35.0,4.5,31.2237,121.4537,31.2294,121.4656
128,16.0,15.0,26.0,4.2,31.2146,121.4618,31.2104,121.4566
33,25.0,34.0,37.0,4.6000000000000005,31.2257,121.4505,31.2393,121.4423
36,25.0,26.0,29.0,3.8,31.2294,121.4534,31.2298,121.4617
34,45.0,45.0,30.0,3.7,31.2427,121.4573,31.247,121.4522
26,56.0,46.0,34.0,4.6,31.2501,121.4679,31.2415,121.4638
37,45.0,44.0,31.0,4.7,31.2431,121.4578,31.2407,121.4455
26,56.0,46.0,33.0,4.5,31.2501,121.4679,31.2401,121.4648
33,46.0,45.0,27.0,3.6,31.2431,121.462,31.2464,121.459
49,45.0,64.0,45.0,5.9,31.2457,121.4558,31.2663,121.4405
37,45.0,44.0,29.0,4.2,31.2474,121.4578,31.2449,121.4481
141,71.0,72.0,40.0,4.6,31.2721,121.412,31.2771,121.4298
6,61.0,60.0,35.0,4.3,31.2619,121.418,31.2674,121.4063
141,71.0,72.0,34.0,4.3,31.279,121.4146,31.2766,121.4294
156,34.0,35.0,32.0,4.2,31.236,121.4469,31.232,121.4579
150,43.0,34.0,34.0,4.6000000000000005,31.2427,121.4365,31.2333,121.449
68,44.0,41.0,48.0,5.699999999999999,31.2444,121.4465,31.2446,121.4143
114,34.0,43.0,36.0,4.3,31.2396,121.4488,31.2481,121.4372
92,34.0,44.0,30.0,4.0,31.2398,121.4443,31.25,121.4404
126,34.0,35.0,28.0,3.9,31.2398,121.4443,31.2376,121.4531
20,44.0,33.0,35.0,4.800000000000001,31.2441,121.4404,31.231,121.4394
56,44.0,43.0,35.0,4.9,31.2448,121.4493,31.2497,121.433
132,34.0,32.0,36.0,5.1000000000000005,31.2398,121.4443,31.2347,121.4279
104,44.0,46.0,39.0,4.8,31.2444,121.4465,31.2461,121.4666
126,34.0,25.0,40.0,5.1,31.2396,121.4488,31.224,121.4529
47,44.0,34.0,38.0,4.6000000000000005,31.2467,121.4406,31.2333,121.4429
