time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
33,88.0,88.0,32.0,4.2,31.2876,121.4881,31.2807,121.4813
53,88.0,68.0,33.0,4.800000000000001,31.2808,121.4868,31.269,121.485
61,88.0,88.0,29.0,3.9,31.2827,121.4884,31.2899,121.4848
27,98.0,98.0,26.0,3.5,31.2925,121.4832,31.29,121.4815
25,36.0,25.0,41.0,5.0,31.238,121.4646,31.2226,121.4509
27,36.0,36.0,29.0,4.3,31.2311,121.4614,31.2376,121.4614
138,11.0,31.0,44.0,5.7,31.21,121.4144,31.2347,121.4102
117,11.0,2.0,31.0,4.1,31.21,121.4144,31.2089,121.4253
157,11.0,22.0,30.0,4.0,31.215,121.4193,31.2208,121.4278
56,11.0,31.0,44.0,5.6000000000000005,31.2107,121.4101,31.2322,121.4189
39,11.0,31.0,44.0,6.0,31.213,121.4198,31.2387,121.4145
39,11.0,21.0,40.0,4.8999999999999995,31.21,121.4144,31.2292,121.4163
99,11.0,1.0,32.0,4.5,31.2171,121.414,31.2058,121.4124
150,11.0,21.0,31.0,4.5,31.2154,121.4175,31.2205,121.41
70,11.0,11.0,25.0,3.5,31.2139,121.4166,31.2134,121.4139
36,16.0,4.0,42.0,5.0,31.2146,121.4618,31.2012,121.4468
136,25.0,25.0,26.0,3.8000000000000003,31.2253,121.4583,31.2265,121.4582
36,16.0,5.0,28.0,4.5,31.212,121.4646,31.2076,121.4583
113,15.0,5.0,27.0,3.8,31.211,121.4567,31.2081,121.453
122,15.0,16.0,22.0,3.4000000000000004,31.2186,121.4593,31.2177,121.4616
43,6.0,18.0,47.0,5.5,31.2079,121.4604,31.2144,121.4888
142,6.0,8.0,36.0,4.6000000000000005,31.2063,121.4679,31.2077,121.4814
57,6.0,7.0,34.0,5.0,31.2098,121.4619,31.2009,121.475
27,6.0,6.0,32.0,4.5,31.2079,121.4604,31.2017,121.4658
92,6.0,16.0,40.0,4.699999999999999,31.2051,121.4607,31.2196,121.4682
133,6.0,16.0,30.0,3.6,31.2098,121.4619,31.2125,121.4677
51,75.0,75.0,28.0,4.2,31.2728,121.4597,31.2736,121.4528
48,23.0,3.0,40.0,4.8,31.2289,121.4389,31.209,121.4357
52,15.0,25.0,35.0,4.5,31.211,121.4567,31.2221,121.4535
37,25.0,17.0,44.0,5.3,31.2265,121.4529,31.2156,121.4763
0,15.0,26.0,37.0,4.4,31.2163,121.4588,31.2277,121.4683
37,25.0,17.0,38.0,4.800000000000001,31.2245,121.4593,31.2136,121.4711
70,25.0,17.0,36.0,5.3,31.2211,121.4565,31.2107,121.473
38,25.0,17.0,42.0,5.4,31.2254,121.4586,31.2105,121.4706
52,15.0,26.0,28.0,4.0,31.2186,121.4593,31.2206,121.4693
38,25.0,17.0,42.0,5.1,31.2293,121.4595,31.2151,121.4731
120,71.0,72.0,35.0,4.7,31.2706,121.4147,31.2782,121.4271
8,72.0,72.0,26.0,4.1,31.2758,121.421,31.2729,121.4234
120,71.0,72.0,33.0,4.7,31.2759,121.412,31.2734,121.426
54,72.0,92.0,40.0,5.3,31.2737,121.427,31.2946,121.4298
142,71.0,63.0,41.0,5.1,31.2752,121.4161,31.2647,121.4334
33,61.0,51.0,33.0,4.3,31.2619,121.418,31.2531,121.4121
74,71.0,61.0,30.0,3.7,31.2747,121.4126,31.2684,121.4115
78,71.0,71.0,29.0,4.2,31.2747,121.4126,31.2704,121.4166
67,33.0,34.0,40.0,4.8,31.2305,121.4318,31.2383,121.4492
91,33.0,35.0,43.0,5.7,31.2388,121.4312,31.2359,121.4575
126,44.0,33.0,33.0,4.7,31.2436,121.444,31.2392,121.4329
73,44.0,35.0,40.0,4.699999999999999,31.2437,121.4403,31.2347,121.4573
147,43.0,23.0,42.0,4.8,31.2466,121.43,31.2284,121.4338
126,44.0,33.0,36.0,4.7,31.2436,121.444,31.2318,121.4376
85,44.0,43.0,28.0,3.9,31.2444,121.4419,31.2476,121.4389
98,12.0,12.0,24.0,3.6,31.2135,121.4231,31.214,121.4211
127,12.0,12.0,26.0,3.9000000000000004,31.2135,121.4231,31.2144,121.4254
63,75.0,53.0,48.0,5.8999999999999995,31.2736,121.459,31.2531,121.4354
87,75.0,73.0,36.0,4.6000000000000005,31.2701,121.4523,31.275,121.4392
31,75.0,75.0,27.0,3.6,31.2747,121.4527,31.273,121.4501
109,75.0,65.0,38.0,4.6000000000000005,31.2797,121.4558,31.266,121.4547
87,75.0,51.0,57.0,7.0,31.273,121.4573,31.2556,121.4177
132,75.0,54.0,44.0,5.6000000000000005,31.2762,121.457,31.2507,121.4488
27,75.0,75.0,25.0,3.7,31.2737,121.4593,31.278,121.4581
31,75.0,76.0,37.0,4.9,31.2785,121.4508,31.2782,121.4685
63,75.0,51.0,59.0,7.300000000000001,31.2716,121.4597,31.2505,121.4186
109,75.0,65.0,36.0,5.199999999999999,31.2795,121.4575,31.2623,121.458
132,75.0,65.0,34.0,4.6,31.272,121.4514,31.263,121.4554
90,75.0,43.0,56.0,6.5,31.2716,121.4597,31.243,121.4327
27,75.0,75.0,27.0,4.1,31.2781,121.4502,31.2736,121.4508
12,75.0,76.0,31.0,3.9,31.2701,121.4523,31.272,121.4606
63,75.0,51.0,56.0,6.9,31.2704,121.4515,31.2587,121.4115
41,75.0,65.0,38.0,5.1000000000000005,31.2772,121.453,31.2617,121.453
12,75.0,76.0,30.0,4.0,31.2736,121.459,31.2767,121.4685
109,75.0,65.0,31.0,3.9,31.2704,121.4515,31.268,121.459
132,75.0,65.0,31.0,4.5,31.2743,121.4511,31.2671,121.4571
109,75.0,55.0,42.0,5.800000000000001,31.2779,121.4523,31.2554,121.4517
132,75.0,64.0,34.0,4.7,31.2702,121.4591,31.2655,121.4488
44,75.0,75.0,27.0,3.8,31.2799,121.4537,31.277,121.4512
111,75.0,42.0,59.0,6.699999999999999,31.2762,121.457,31.2456,121.4266
12,75.0,76.0,30.0,4.4,31.2734,121.4563,31.2794,121.4644
15,75.0,76.0,30.0,4.1,31.2762,121.457,31.2753,121.4644
44,75.0,75.0,25.0,3.5,31.2761,121.4514,31.2784,121.4526
90,75.0,43.0,50.0,5.800000000000001,31.2779,121.4547,31.25,121.4396
132,75.0,55.0,38.0,5.3,31.2762,121.457,31.2587,121.4559
44,75.0,56.0,41.0,4.8999999999999995,31.2737,121.4593,31.2557,121.465
63,75.0,53.0,42.0,5.4,31.2772,121.453,31.2571,121.4365
109,75.0,65.0,28.0,3.9,31.2718,121.457,31.2637,121.46
87,75.0,52.0,52.0,6.3,31.2717,121.4558,31.2531,121.4244
109,75.0,75.0,25.0,3.8000000000000003,31.2755,121.4578,31.2748,121.4598
63,75.0,43.0,50.0,6.5,31.2713,121.4532,31.2409,121.4363
87,75.0,73.0,36.0,4.699999999999999,31.273,121.4573,31.276,121.4373
15,75.0,77.0,34.0,5.0,31.2764,121.457,31.2768,121.4737
132,75.0,55.0,38.0,5.3,31.2761,121.457,31.2581,121.4594
41,75.0,65.0,27.0,3.6,31.2701,121.452,31.2674,121.4515
27,75.0,76.0,36.0,5.1,31.2701,121.4523,31.2784,121.4682
