time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
35,86.0,76.0,32.0,4.5,31.2821,121.4615,31.2733,121.469
28,98.0,88.0,38.0,4.5,31.2985,121.4828,31.2835,121.4883
44,86.0,76.0,33.0,4.1,31.2821,121.4615,31.273,121.4664
69,88.0,79.0,36.0,4.9,31.2808,121.4868,31.2706,121.4948
42,86.0,77.0,34.0,4.5,31.2821,121.4615,31.2711,121.4722
115,87.0,78.0,36.0,4.6000000000000005,31.284,121.4715,31.2793,121.487
43,35.0,36.0,32.0,3.9,31.2335,121.4565,31.2325,121.4665
100,36.0,24.0,41.0,5.6,31.238,121.4646,31.23,121.4404
87,36.0,27.0,34.0,4.3,31.2334,121.4664,31.2249,121.4784
43,35.0,35.0,23.0,3.5,31.2308,121.4559,31.2328,121.4559
45,35.0,26.0,36.0,4.6,31.2361,121.4527,31.2246,121.4672
44,35.0,26.0,40.0,4.699999999999999,31.2397,121.4546,31.2249,121.4648
43,35.0,35.0,30.0,4.1,31.2356,121.4518,31.2301,121.4551
128,11.0,30.0,48.0,6.199999999999999,31.2102,121.4198,31.2349,121.4054
105,11.0,34.0,48.0,6.199999999999999,31.2188,121.4152,31.2351,121.4434
156,11.0,30.0,38.0,4.4,31.2171,121.414,31.231,121.4074
74,11.0,10.0,31.0,4.5,31.2197,121.4108,31.2114,121.4048
47,11.0,21.0,35.0,4.4,31.21,121.4144,31.2234,121.4121
130,25.0,36.0,35.0,4.2,31.2269,121.4582,31.2389,121.4619
58,15.0,15.0,26.0,3.3000000000000003,31.2148,121.4546,31.2141,121.4542
17,15.0,15.0,32.0,4.4,31.2192,121.4517,31.2102,121.4585
52,25.0,25.0,30.0,3.8000000000000003,31.2294,121.4534,31.2236,121.4528
54,25.0,24.0,33.0,4.7,31.2253,121.4558,31.2256,121.4407
71,15.0,15.0,26.0,3.6,31.2148,121.4546,31.2192,121.4501
53,25.0,25.0,24.0,3.4,31.2269,121.4582,31.2242,121.4555
4,15.0,3.0,43.0,5.4,31.2132,121.4588,31.2061,121.4335
53,25.0,25.0,30.0,3.8,31.2285,121.4504,31.225,121.4599
119,25.0,13.0,40.0,5.0,31.2222,121.4568,31.2179,121.4362
52,25.0,25.0,24.0,3.8,31.2283,121.4558,31.226,121.4519
52,25.0,25.0,28.0,3.5,31.2265,121.4529,31.2249,121.4507
60,56.0,45.0,34.0,4.5,31.2507,121.4667,31.2435,121.4599
48,45.0,56.0,33.0,4.4,31.2431,121.4578,31.2525,121.4642
112,61.0,71.0,39.0,4.8,31.2635,121.4193,31.279,121.4126
128,72.0,72.0,29.0,4.0,31.2758,121.421,31.272,121.4271
141,71.0,71.0,25.0,3.4,31.2796,121.4179,31.2793,121.4144
23,61.0,70.0,37.0,4.7,31.2635,121.4193,31.2723,121.4052
89,71.0,62.0,29.0,4.1,31.2752,121.4161,31.2688,121.4224
130,43.0,53.0,33.0,4.3,31.2448,121.434,31.2537,121.4383
62,13.0,3.0,31.0,4.3,31.2112,121.4321,31.2048,121.4359
110,11.0,31.0,41.0,5.2,31.2158,121.4142,31.2339,121.416
128,12.0,10.0,41.0,5.4,31.215,121.4262,31.2181,121.4026
56,12.0,13.0,32.0,4.2,31.2187,121.4237,31.216,121.4367
72,12.0,11.0,35.0,4.9,31.2178,121.425,31.2108,121.4146
43,12.0,20.0,46.0,5.6000000000000005,31.215,121.4262,31.2228,121.4003
149,11.0,12.0,38.0,5.1000000000000005,31.2186,121.4139,31.2125,121.4291
56,12.0,12.0,30.0,4.0,31.2123,121.4268,31.2166,121.4294
11,75.0,73.0,38.0,4.7,31.2755,121.4578,31.2772,121.44
47,75.0,75.0,24.0,3.9000000000000004,31.2764,121.457,31.2771,121.4583
11,75.0,74.0,34.0,4.3,31.2737,121.4593,31.2714,121.4457
