time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
127,12.0,20.0,47.0,5.7,31.2187,121.4298,31.2237,121.4001
15,25.0,24.0,33.0,4.0,31.2284,121.4592,31.2247,121.4489
52,7.0,7.0,26.0,3.7,31.2097,121.4792,31.2091,121.4751
85,56.0,46.0,30.0,3.8,31.2501,121.4679,31.249,121.46
4,61.0,61.0,25.0,3.5,31.2651,121.4146,31.2681,121.4176
7,12.0,31.0,44.0,5.6000000000000005,31.2135,121.4231,31.2393,121.4148
67,12.0,13.0,22.0,3.5,31.2157,121.4284,31.215,121.4307
136,75.0,85.0,29.0,4.0,31.2795,121.4575,31.285,121.4544
49,75.0,43.0,50.0,6.7,31.2736,121.459,31.2469,121.4379
49,75.0,54.0,39.0,5.0,31.273,121.4573,31.2563,121.4444
112,75.0,64.0,40.0,5.0,31.2764,121.457,31.2639,121.4437
135,75.0,86.0,36.0,4.800000000000001,31.2762,121.457,31.2892,121.466
28,75.0,64.0,32.0,4.800000000000001,31.273,121.4573,31.2661,121.4461
112,75.0,54.0,37.0,5.0,31.2714,121.4541,31.2582,121.4476
6,75.0,76.0,32.0,4.7,31.2795,121.4575,31.2785,121.4683
27,75.0,63.0,44.0,5.5,31.2764,121.4598,31.2635,121.4369
62,52.0,74.0,51.0,6.1000000000000005,31.2512,121.4264,31.2794,121.4426
6,75.0,76.0,32.0,4.3,31.2767,121.45,31.2797,121.4603
84,75.0,42.0,60.0,6.9,31.2723,121.4598,31.2463,121.4219
112,75.0,64.0,41.0,5.4,31.2788,121.4563,31.2637,121.4403
84,75.0,63.0,34.0,4.4,31.272,121.4514,31.2687,121.4392
49,75.0,44.0,50.0,5.699999999999999,31.2761,121.4514,31.2478,121.4476
27,75.0,74.0,37.0,4.5,31.2762,121.457,31.2767,121.44
7,75.0,75.0,29.0,3.9,31.2778,121.4566,31.2718,121.451
112,75.0,65.0,35.0,4.9,31.2787,121.4552,31.2647,121.4589
