time,arrival_id,delivery_id,promise_time,delivery_fee,merchant_latitude,merchant_longitude,user_latitude,user_longitude
25,88.0,87.0,35.0,4.4,31.2827,121.4884,31.2829,121.47
138,78.0,98.0,40.0,5.2,31.2746,121.48,31.2938,121.4866
130,11.0,1.0,28.0,4.0,31.2162,121.419,31.2094,121.4157
91,21.0,12.0,30.0,4.4,31.2211,121.4191,31.2121,121.4256
105,11.0,11.0,28.0,3.7,31.21,121.4144,31.2161,121.4174
39,11.0,1.0,34.0,4.9,31.2152,121.4171,31.2011,121.414
105,11.0,1.0,38.0,4.9,31.2186,121.4122,31.2048,121.4195
104,11.0,11.0,22.0,3.4000000000000004,31.2109,121.412,31.2121,121.4108
54,11.0,22.0,34.0,4.2,31.2187,121.4147,31.2263,121.4267
158,15.0,15.0,22.0,3.7,31.2155,121.4508,31.2142,121.4502
158,15.0,25.0,31.0,3.9,31.2163,121.4588,31.2243,121.4581
158,15.0,15.0,28.0,3.9000000000000004,31.2186,121.4593,31.2143,121.4561
43,6.0,16.0,27.0,3.6,31.2079,121.4604,31.2138,121.4606
114,6.0,9.0,40.0,5.4,31.2025,121.4695,31.2038,121.4953
115,6.0,8.0,42.0,5.4,31.2029,121.4614,31.2005,121.4828
6,6.0,6.0,27.0,3.9,31.2023,121.4625,31.2049,121.4646
49,66.0,86.0,48.0,5.9,31.2641,121.4606,31.2899,121.4661
109,76.0,64.0,45.0,5.9,31.2759,121.4696,31.2617,121.4454
97,76.0,77.0,30.0,3.6,31.2759,121.4696,31.2762,121.4765
47,66.0,87.0,39.0,5.3,31.2688,121.4678,31.2859,121.4737
32,22.0,33.0,35.0,4.800000000000001,31.2247,121.4285,31.232,121.4385
31,22.0,43.0,42.0,5.2,31.2266,121.4273,31.2423,121.4385
47,24.0,22.0,40.0,5.1,31.2262,121.4419,31.2224,121.4218
63,16.0,17.0,36.0,4.6000000000000005,31.2177,121.4611,31.216,121.4762
63,15.0,17.0,40.0,4.8999999999999995,31.2146,121.4536,31.2188,121.4764
141,14.0,15.0,25.0,3.9,31.2137,121.447,31.2108,121.4501
125,15.0,16.0,29.0,4.0,31.2163,121.4588,31.2175,121.4686
125,15.0,7.0,42.0,5.5,31.2163,121.4588,31.2001,121.4756
37,56.0,56.0,28.0,3.6,31.2516,121.4647,31.2505,121.4604
60,56.0,66.0,36.0,4.7,31.2516,121.4647,31.2651,121.4692
38,56.0,56.0,26.0,3.6,31.2529,121.4646,31.2557,121.467
37,56.0,56.0,25.0,3.8000000000000003,31.2516,121.4647,31.2524,121.4652
38,56.0,56.0,28.0,3.6,31.2516,121.4647,31.2508,121.4615
59,56.0,66.0,34.0,4.2,31.2501,121.4679,31.2632,121.4652
61,56.0,66.0,37.0,4.7,31.2543,121.464,31.269,121.4653
36,46.0,56.0,33.0,4.0,31.2432,121.4674,31.2529,121.4633
105,71.0,80.0,38.0,4.6,31.2718,121.4164,31.2859,121.4043
21,61.0,70.0,31.0,4.2,31.265,121.4126,31.2723,121.4097
92,61.0,62.0,29.0,4.5,31.2635,121.4193,31.262,121.4272
140,33.0,44.0,44.0,5.7,31.23,121.4355,31.2495,121.4446
34,44.0,43.0,29.0,4.4,31.2436,121.444,31.2484,121.4362
33,44.0,43.0,34.0,4.6,31.2421,121.4471,31.2434,121.4347
145,43.0,43.0,29.0,4.3,31.2481,121.4355,31.2413,121.438
43,44.0,44.0,27.0,4.1,31.2448,121.4493,31.2436,121.4425
125,34.0,33.0,33.0,4.2,31.2398,121.4443,31.2311,121.4392
111,12.0,12.0,29.0,4.1,31.2178,121.425,31.2119,121.4264
85,11.0,11.0,24.0,3.4,31.2154,121.4175,31.2195,121.4168
22,12.0,11.0,32.0,4.800000000000001,31.2187,121.4298,31.2117,121.4177
44,11.0,30.0,40.0,5.5,31.2124,121.4159,31.231,121.4022
123,12.0,12.0,31.0,4.5,31.2187,121.4237,31.2107,121.4252
